Id,SongKey,song,songwriters,lead_vocals,year,cover,Era,first_release_date,max_key,mode,avg_danceability,avg_energy,avg_loudness,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,avg_duration_ms,avg_time_signature,Song_y,lyrics,avg_popularity,core_catalogue_releases,Canonical_album,first_vocalist,Paul_Song,John_Song,George_Song,Ringo_Song,popularity,BB_name,BB_artist,BB_debut_date,BB_peak_position,BB_peak_date,BB_weeks_on_chart,RollingStonePosition,RobSegment,LauraSegment,EmilySegment,OliviaSegment,BrianSegment,JackieSegment,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Pipeline_sentiment_label,Pipeline_sentiment_score,distilbertsentiment,FinetunedSentiment_Negative,FinetunedSentiment_Positive,cluster,Cluster_Name
158,runforyourlife,Run for Your Life,Lennon McCartney,Lennon,1965,0,Experimental,1965-12-03,2.0,1.0,0.563,0.705,-9.232,0.103,0.0103,0.0,0.0552,0.822,176.732,141093.0,4.0,Run for your life,"Well I'd rather see you dead, little girl Than to be with another man You better keep your head, little girl Of I won't know where I am  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another manÂ  That's the end'a little girl  Well I know that I'm a wicked guy And I was born with a jealous mind And I can't spend my whole life Trying just to make you toe the line  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another manÂ  That's the end'a little girl  Let this be a sermon I mean everything I've said Baby, I'm determined And I'd rather see you dead  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end'a little girl  I'd rather see you dead, little girl Than to be with another man You better keep your head, little girl Of I won't know where I am  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end'a little girl Na, na, na Na, na, na Na, na, na Na, na, na ",54.0,Rubber Soul,Rubber Soul,Lennon,0,1,0,0,54,,,,,,0,,1,3,3,3,3,3.0,0.099,0.806,0.095,-0.2469,0.518850564956665,0.4083949625492096,0.07275445014238358,NEGATIVE,0.9967213273048401,0,1,0,1,Angsty
159,savoytruffle,Savoy Truffle,Harrison,Harrison,1968,0,Experimental,1968-11-22,11.0,1.0,0.658,0.5873333333333334,-9.263666666666667,0.051666666666666666,0.061173333333333337,0.3818733333333333,0.08526666666666667,0.8636666666666667,121.04,175293.33333333334,3.6666666666666665,Savoy truffle,"Creme tangerine and montelimat A ginger sling with a pineapple heart A coffee dessert--yes you know it's good news But you'll have to have them all pulled out After the Savoy truffle.  Cool cherry cream and a nice apple tart I feel your taste all the time we're apart Coconut fudge--really blows down those blues But you'll have to have them all pulled out After the Savoy truffle.  You might not feel it nowÂ  But when the pain cuts through You're going to know and howÂ  The sweat is going to fill your head When it becomes too much You're going to shout aloud #NAME?  You know that what you eat you are, But what is sweet now, turns so sour-- We all know Obla-Di-Bla-Da But can you show me, where you are?..  Creme tangerine and montelimat A ginger sling with a pineapple heart A coffee dessert--yes you know its good news But you'll have to have them all pulled out After the Savoy Truffle ",36.333333333333336,The Beatles (White Album),The Beatles,Harrison,0,0,1,0,36,,,,,,0,,1,3,1,3,3,3.0,0.042,0.862,0.097,0.8611,0.12982027232646942,0.47684013843536377,0.3933395445346832,NEGATIVE,0.980937659740448,0,0,1,5,Eclectic Experiments
160,sexysadie,Sexy Sadie,Lennon McCartney,Lennon,1968,0,Experimental,1968-11-22,7.0,1.0,0.51075,0.42575,-10.67475,0.04135,0.55275,0.0018379874999999999,0.19525,0.5075000000000001,125.79875,181370.0,4.0,Sexy Sadie,Sexy Sadie what have you done You made a fool of everyone You made a fool of everyone Sexy Sadie ooh what have you done.  Sexy Sadie you broke the rules You layed it down for all to see You layed it down for all to see Sexy Sadie oooh you broke the rules.  One sunny day the world was waiting for a lover She came along to turn on everyoneÂ  Sexy Sadie the greatest of them all.  Sexy Sadie how did you know The world was waiting just for you The world was waiting just for you Sexy Sadie oooh how did you know.  Sexy Sadie you'll get yours yet However big you think you are However big you think you are Sexy Sadie oooh you'll get yours yet.  We gave her everything we owned just to sit at her table Just a smile would lighten everything Sexy Sadie she's the latest and the greatest of them all.  She made a fool of everyone Sexy Sadie.  However big you think you are ,34.8,The Beatles (White Album),The Beatles,Lennon,0,1,0,0,35,,,,,,0,,4,4,1,5,5,4.0,0.066,0.68,0.254,0.9915,0.27645131945610046,0.47804439067840576,0.2455042153596878,POSITIVE,0.9975934624671936,0,0,1,2,Acoustic Beauty
161,sgtpepperslonelyheartsclubband,Sgt. Pepper's Lonely Hearts Club Band,Lennon McCartney,McCartney,1967,0,Experimental,1967-05-26,7.0,1.0,0.49666666666666665,0.765,-8.111444444444444,0.12066666666666667,0.20285555555555557,0.1215882,0.7322555555555555,0.547,108.82222222222222,128582.11111111111,4.0,Sgt. Pepper's Lonely Hearts Club Band,"It was twenty years ago today, Sgt. Pepper taught the band to play They've been going in and out of style But they're guaranteed to raise a smile. So may I introduce to you The act you've known for all these years, Sgt. Pepper's Lonely Hearts Club Band.  We're Sgt. Pepper's Lonely Hearts Club Band, We hope you will enjoy the show, We're Sgt. Pepper's Lonely Hearts Club Band, Sit back and let the evening go. Sgt. Pepper's lonely, Sgt. Pepper's lonely, Sgt. Pepper's Lonely Hearts Club Band. It's wonderful to be here, It's certainly a thrill. You're such a lovely audience, We'd like to take you home with us, We'd love to take you home.  I don't really want to stop the show, But I thought that you might like to know, That the singer's going to sing a song, And he wants you all to sing along. So let me introduce to you The one and only Billy Shears And Sgt. Pepper's Lonely Hearts Club Band. ",39.5,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Peppers Lonely Hearts Club Band,McCartney,1,0,0,0,40,,,,,,0,,4,3,3,3,3,3.0,0.131,0.67,0.199,0.9545,0.0032364525832235813,0.04135230556130409,0.9554111957550049,POSITIVE,0.9998594522476196,1,0,1,6,Magical Musings
162,sgtpepperslonelyheartsclubbandreprise,Sgt. Pepper's Lonely Hearts Club Band (Reprise),Lennon McCartney,McCartney Lennon Harrison,1967,0,Experimental,1967-05-26,0.0,1.0,0.671,0.8518000000000001,-7.475399999999999,0.06568,0.10623020000000001,0.11905057999999999,0.32674,0.8086,119.0266,95000.0,4.0,Sgt. Pepper's Lonely Hearts Club Band (reprise),We're Sergeant Pepper's Lonely Hearts Club Band We hope you have enjoyed the show Sergeant Pepper's Lonely Hearts Club Band We're sorry but it's time to go. Sergeant Pepper's lonely. Sergeant Pepper's lonely. Sergeant Pepper's lonely. Sergeant Pepper's lonely. Sergeant Pepper's Lonely Hearts Club Band We'd like to thank you once again Sergeant Pepper's one and only Lonely Hearts Club Band It's getting very near the end Sergeant Pepper's lonely Sergeant Pepper's lonely Sergeant Pepper's Lonely Hearts Club Band. ,30.0,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Peppers Lonely Hearts Club Band,McCartney,1,0,0,0,30,,,,,,0,,4,3,5,3,3,3.0,0.315,0.586,0.099,-0.9694,0.04027419537305832,0.24112707376480103,0.7185987830162048,POSITIVE,0.9920044541358948,1,0,1,5,Eclectic Experiments
163,shecameinthroughthebathroomwindow,She Came In Through the Bathroom Window,Lennon McCartney,McCartney,1969,0,Group of Solo Artists,1969-09-26,2.0,1.0,0.5455,0.61075,-10.0715,0.036324999999999996,0.18164,0.00034204250000000004,0.25075000000000003,0.6555,77.947,133480.0,4.0,She came in through the bathroom window,"She came in through the bathroom window Protected by a silver spoon But now she sucks her thumb and wanders By the banks of her own lagoon  Didn't anybody tell her? Didn't anybody see? Sunday's on the phone to Monday, Tuesday's on the phone to me  She said she'd always been a dancer She worked at 15 clubs a day And though she thought I knew the answer Well I knew what I could not say.  And so I quit the police department And got myself a steady job And though she tried her best to help me She could steal but she could not rob  Didn't anybody tell her? Didn't anybody see? Sunday's on the phone to Monday, Tuesday's on the phone to me ",40.0,Abbey Road,Abbey Road,McCartney,1,0,0,0,40,,,,,,0,,4,3,4,5,3,3.0,0.055,0.807,0.138,0.9051,0.4771776795387268,0.4566243290901184,0.0661979541182518,NEGATIVE,0.9961135387420654,0,1,0,5,Eclectic Experiments
164,shelovesyou,She Loves You,Lennon McCartney,Lennon McCartney,1963,0,Beatlemania,1964-01-25,4.0,0.0,0.38799999999999996,0.7656666666666667,-7.291333333333333,0.05449999999999999,0.2946666666666667,0.0,0.2833333333333334,0.7646666666666667,103.02366666666667,155720.0,4.0,She loves you,"She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah, yeah  You think you lost your love, When I saw her yesterday. It's you she's thinking of And she told me what to say. She says she loves you And you know that can't be bad. Yes, she loves you And you know you should be glad. Ooh!  She said you hurt her so She almost lost her mind. She said to let you know You're not the hurting kind. She says she loves you And you know that can't be bad. Yes, she loves you And you know you should be glad. Ooh!  She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah And with a love like that You know you should be glad.  And now it's up to you, I think it's only fair, Pride can hurt you, too, Apologize to her Because she loves you And you know that can't be bad. Yes, she loves you And you know you should be glad. Ooh!  She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah And with a love like that You know you should be glad. With a love like that You know you should be glad. With a love like that,Â  You know you sho-o-ould Be Glad! Yeah, yeah, yeah.Â  Yeah, yeah, yeah Ye-ah. ",42.5,Past Masters,,Lennon,0,1,0,0,42,She Loves You,The Beatles,1964-01-25,12,1964-03-21,15,64.0,3,3,3,3,5,3.0,0.059,0.437,0.504,0.9993,0.02608325518667698,0.22481518983840942,0.7491015791893005,POSITIVE,0.9993464350700378,0,0,1,0,Fab Four
165,shesaidshesaid,She Said She Said,Lennon McCartney,Lennon,1966,0,Experimental,1966-08-05,3.0,1.0,0.44880000000000003,0.6284,-8.799000000000001,0.04264,0.22642400000000001,0.12751608,0.5157999999999999,0.6902,106.8566,149168.0,3.8,"She said, she said","She said I know what it's like to be dead I know what it is to be sad And she's making me feel like I've never been born.  I said Who put all those things in your hair Things that make me feel that I'm mad And you're making me feel like I've never been born.  She said you don't understand what I said I said No, no, no, you're wrong When I was a boy everything was right Everything was right  I said Even though you know what you know I know that I'm ready to leave â€˜Cause you're making me feel like I've never been born.  She said you don't understand what I said I said No, no, no, you're wrong When I was a boy everything was right Everything was right  I said Even though you know what you know I know that I'm ready to leave â€˜Cause you're making me feel like I've never been born.  She said I know what it's like to be dead I know what it is to be sad... ",40.6,Revolver,Revolver,Lennon,0,1,0,0,41,,,,,,0,,3,3,4,3,3,3.0,0.188,0.71,0.102,-0.9403,0.4517782926559448,0.4575572609901428,0.09066447615623474,NEGATIVE,0.9745696187019348,0,1,0,0,Fab Four
166,shesawoman,She's a Woman,Lennon McCartney,McCartney,1964,0,Beatlemania,1964-12-05,9.0,1.0,0.56,0.63,-10.63,0.0432,0.07260000000000001,8.3875e-05,0.46955,0.7225,88.4585,195460.0,4.0,She's a woman,"My love don't give me presents. I know that she's no peasant, Only ever has to give me love forever and forever, My love don't give me presents, Turn me on when I get lonely, People tell me that she's only Foolin', I know she isn't.  She don't give the boys the eye, She hates to see me cry, She is happy just to hear me say That I will never leave her. She don't give the boys the eye, She will never make me jealous, Gives me all her time as well as lovin', Don't ask me why.  She's a woman who understands. She's a woman who loves her man.  She's a woman, she's a woman. ",31.5,Past Masters (B-side of I Feel Fine),,McCartney,1,0,0,0,32,She's A Woman,The Beatles,1964-12-05,4,1964-12-26,9,,3,3,3,3,3,3.0,0.08,0.727,0.193,0.9435,0.10697245597839355,0.41137298941612244,0.4816545844078064,POSITIVE,0.9990683197975159,0,1,0,0,Fab Four
167,shesleavinghome,She's Leaving Home,Lennon McCartney,McCartney (with Lennon),1967,0,Experimental,1967-05-26,4.0,1.0,0.40225,0.1883125,-12.789875,0.034375,0.9225,0.307375,0.111825,0.284125,130.19175,217641.75,3.25,She's leaving home,"Wednesday morning at five o'clock as the day begings Silently closing her bedroom door Leaving the note that she hoped would say more She goes downstairs to the kitchen clutching her hankerchief Quietly turing the backdoor key Stepping outside she is free. She (We gave her most of our lives) is leaving (Sacraficed most of our lives) home (We gave her everything money could buy) She's leaving home after living alone For so many years. Bye, bye Father snores as his wife gets into her dressing gown Picks up the letter that's lying there Standing alone at the top of the stairs She breaks down and cries to her husband Daddy our baby's gone. Why would she treat us so thoughtlessly How could she do this to me. She (We never though of ourselves) Is leaving (Never a thought for ourselves) home (We struggled hard all our lives to get by) She's leaving home after living alone For so many years. Bye, bye Friday morning at nine o'clock she is far away Waiting to keep the appointment she made Meeting a man from the motor trade. She What did we do that was wrong Is having We didn't know it was wrong Fun Fun is the one thing that money can't buy Something inside that was always denied For so many years. Bye, Bye ",34.875,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Peppers Lonely Hearts Club Band,McCartney,1,0,0,0,35,,,,,,0,,1,4,3,3,3,3.0,0.101,0.831,0.069,-0.7184,0.5064148902893066,0.41382643580436707,0.07975868135690689,NEGATIVE,0.9949423670768738,0,1,0,2,Acoustic Beauty
169,slowdown,Slow Down,Larry Williams †,Lennon,1964,1,Beatlemania,1964-09-05,0.0,1.0,0.543,0.711,-13.087,0.0343,0.543,5.73e-06,0.273,0.958,92.069,157707.0,4.0,Slow down,"Well, come on pretty baby, won't you walk with me? Come on, pretty baby, won't you talk with me? Come on pretty baby, give me one more chance. Try to save our romance!  Slow down, baby, now you're movin' way too fast. You gotta gimme little lovin', gimme little lovin', Ow! if you want our love to last.  Well, I used to walk you home, baby, after school, Carry your books home, too. But now you got a boyfriend down the street, Baby what you're tryin' to do?  You better slow down! Baby, now you're movin' way too fast. You gotta gimme little lovin', gimme little lovin', Bbbbb! if you want our love to last.  Well you know that I love you, tell the world I do. Come on, pretty baby, why can't you be true? I need your baby, oh so bad, The best little woman I ever had  Slow down, baby, now you're movin' way too fast. You gotta gimme little lovin', gimme little lovin', Ow! if you want our love to last. ",30.5,Past Masters,,Lennon,0,1,0,0,30,Slow Down,The Beatles,1964-09-05,25,1964-10-10,7,,3,3,3,3,3,3.0,0.043,0.686,0.272,0.9929,0.15032139420509338,0.4764857590198517,0.37319284677505493,NEGATIVE,0.9795907735824585,0,0,1,3,Early Covers
170,something,Something,Harrison,Harrison,1969,0,Group of Solo Artists,1969-09-26,9.0,1.0,0.38231666666666664,0.31,-12.1655,0.06311666666666667,0.5389666666666667,0.15709857666666666,0.14085,0.31661666666666666,115.0595,168164.5,3.5,Something,"Something in the way she moves Attracts me like no other lover Something in the way she woos me  I don't want to leave her now You know I believe her now  Somewhere in her smile she knows That I don't need no other lover Something in her style that shows me  Don't want to leave her now You know I believe her now  You're asking me will my love grow I don't know, I don't know You stick around now it may show I don't know, I don't know  Something in the way she knows And all I have to do is think of her Something in the things she shows me  Don't want to leave her now You know I believe her now ",45.375,Abbey Road,Abbey Road,Harrison,0,0,1,0,45,Something,The Beatles,1969-10-18,3,1969-11-15,6,,5,5,5,4,5,3.0,0.061,0.765,0.174,0.9421,0.02668687328696251,0.4777470827102661,0.4955660402774811,POSITIVE,0.9977343082427979,0,1,0,2,Acoustic Beauty
171,strawberryfieldsforever,Strawberry Fields Forever,Lennon McCartney,Lennon,1967,0,Experimental,1967-05-26,10.0,1.0,0.4365,0.5301,-10.2118,0.19267,0.5024,0.001117868,0.15824,0.29779999999999995,115.6517,212472.0,3.7,Strawberry fields forever,"Let me take you down, â€˜cause I'm going to Strawberry Fields. Nothing is real and nothing to get hung about. Strawberry Fields forever.  Living is easy with eyes closed, misunderstanding all you see. It's getting hard to be someone but it all works out, it doesn't matter much to me. Let me take you down, â€˜cause I'm going to Strawberry Fields. Nothing is real and nothing to get hung about. Strawberry Fields forever.  No one I think is in my tree, I mean it must be high or low. That is you can't you know tune in but it's all right, that is I think it's not too bad. Let me take you down, â€˜cause I'm going to Strawberry Fields. Nothing is real and nothing to get hung about. Strawberry Fields forever.  Always, no sometimes, think it's me, but you know I know when it's a dream. I think I know I mean a â€˜Yes' but it's all wrong, that is I think I disagree. Let me take you down, â€˜cause I'm going to Strawberry Fields. Nothing is real and nothing to get hung about. Strawberry Fields forever. Strawberry Fields forever. ",38.4,Magical Mystery Tour (Double A-side with Penny Lane),Magical Mystery Tour,Lennon,0,1,0,0,38,Strawberry Fields Forever,The Beatles,1967-02-25,8,1967-04-01,9,76.0,4,5,4,5,5,5.0,0.101,0.857,0.042,-0.8685,0.28628361225128174,0.4885821044445038,0.22513431310653687,NEGATIVE,0.7261598110198975,1,0,1,6,Magical Musings
172,sunking,Sun King,Lennon McCartney,Lennon (with McCartney and Harrison),1969,0,Group of Solo Artists,1969-09-26,2.0,1.0,0.48266666666666663,0.227,-17.495666666666665,0.03996666666666667,0.30466666666666664,0.2225,0.18533333333333335,0.22566666666666668,100.64833333333333,162209.0,4.0,Sun king,Italian lyrics broken down phoenetically] Here comes the sun king Here comes the sun king Everybody's laughing Everybody's happy Here comes the sun king  Quando paramucho mi amore de felice carathon Mundo paparazzi mi amore cicce verdi parasol Questo abrigado tantamucho que canite carousel ,44.333333333333336,Abbey Road,Abbey Road,Lennon,0,1,0,0,44,,,,,,0,,4,5,1,5,3,3.0,0.061,0.804,0.135,0.5859,0.007755113299936056,0.19681543111801147,0.7954294681549072,NEGATIVE,0.7416356205940247,0,0,1,2,Acoustic Beauty
173,atasteofhoney,A Taste of Honey,Bobby Scott Ric Marlow †,McCartney,1963,1,Beatlemania,1963-03-22,4.0,1.0,0.46299999999999997,0.3285,-12.069500000000001,0.032,0.7175,0.0,0.2185,0.5095,100.9255,121086.5,3.0,A taste of honey,"A taste of honey... tasting much sweeter than wine.  I dream of your first kiss, and then, I feel upon my lips again, A taste of honey... tasting much sweeter than wine.  I will return, yes I will return, I'll come back for the honey and you.  Yours was the kiss that awoke my heart, There lingers still, 'though we're far apart, That taste of honey... tasting much sweeter than wine.  I will return, yes I will return, I'll come back (he'll come back) for the honey (for the honey) and you. ",38.5,Please Please Me,Please Please Me,McCartney,1,0,0,0,38,,,,,,0,,1,1,1,3,3,3.0,0.0,0.859,0.141,0.9001,0.007166178897023201,0.18734364211559296,0.8054901361465454,POSITIVE,0.9989402890205383,0,0,1,3,Early Covers
174,taxman,Taxman,Harrison,Harrison,1966,0,Experimental,1966-08-05,7.0,1.0,0.481,0.6585,-7.787000000000001,0.0841,0.023737499999999998,0.0,0.39875,0.75525,133.12075000000002,159040.0,4.0,Taxman,"Let me tell you how it will be There's one for you, nineteen for me â€˜Cause I'm the taxman, yeah, I'm the taxman  Should five per cent appear too small Be thankful I don't take it all â€˜Cause I'm the taxman, yeah I'm the taxman  If you drive a car, I'll tax the street, If you try to sit, I'll tax your seat. If you get too cold I'll tax the heat, If you take a walk, I'll tax your feet.  Don't ask me what I want it for If you don't want to pay some more â€˜Cause I'm the taxman, yeah, I'm the taxman  Now my advice for those who die Declare the pennies on your eyes â€˜Cause I'm the taxman, yeah, I'm the taxman And you're working for no one but me. ",41.8,Revolver,Revolver,Harrison,0,0,1,0,42,,,,,,0,,1,3,4,3,3,3.0,0.03,0.881,0.09,0.485,0.44019436836242676,0.46041539311408997,0.09939032047986984,NEGATIVE,0.9975987076759338,1,0,1,0,Fab Four
175,tellmewhatyousee,Tell Me What You See,Lennon McCartney,McCartney (with Lennon),1965,0,Beatlemania,1965-08-06,7.0,1.0,0.592,0.796,-8.125,0.0429,0.061,0.0,0.131,0.7,136.675,157987.0,4.0,Tell me what you see,"If you let me take your heart I will prove to you, We will never be apart if I'm part of you. Open up your eyes now, tell me what you see. It is no suprise now, what you see is me. Big and black the clouds may be, time will pass away. If you put your trust in me I'll make bright your day. Look into these eyes now, tell me what you see. Don't you realise now, what you see is me. Tell me what you see. Listen to me one more time, how can I get through? Can't you try to see that I'm trying to get to you? Open up your eyes now, tell me what you see. It is no suprise now, what you see is me. Tell me what you see. Listen to me one more time, how can I get through? Can't you try to see that I'm trying to get to you? Open up your eyes now, tell me what you see. It is no suprise now, what you see is me. ",49.0,Help!,Help!,McCartney,1,0,0,0,49,,,,,,0,,3,3,3,3,1,3.0,0.041,0.926,0.033,0.3736,0.204037144780159,0.6229724287986755,0.17299044132232666,POSITIVE,0.7967362403869629,0,0,1,1,Angsty
176,tellmewhy,Tell Me Why,Lennon McCartney,Lennon,1964,0,Beatlemania,1964-07-10,11.0,0.0,0.267,0.688,-6.309,0.0388,0.586,0.0,0.307,0.797,150.942,128693.0,3.0,Tell me why,"Tell me why you cried, and why you lied to me, Tell me why you cried, and why you lied to me.  Well I gave you ev'rything I had, But you left me sitting on my own, Did you have to treat me oh so bad, All I do is hang my head and moan.  Tell me why you cried, and why you lied to me, Tell me why you cried, and why you lied to me.  If there's something I have said or done, Tell me what and I'll apologize, If you don't really can't go on, Holding back these tears in my eyes.  Tell me why you cried, and why you lied to me, Tell me why you cried, and why you lied to me.  Well I beg you on my bended knees, If you'll only listen to my pleas, Is there anything I can do, â€˜cause I really can't stand it, I'm so in love with you.  Tell me why you cried, and why you lied to me. ",51.0,A Hard Day's Night,A Hard Days Night,Lennon,0,1,0,0,51,,,,,,0,,3,3,3,3,3,3.0,0.247,0.679,0.074,-0.9874,0.7027577757835388,0.2554941177368164,0.041748128831386566,NEGATIVE,0.9942529797554016,1,1,0,0,Fab Four
177,thankyougirl,Thank You Girl,Lennon McCartney,Lennon (with McCartney),1963,0,Beatlemania,1964-04-04,2.0,1.0,0.404,0.722,-11.698,0.0317,0.0183,0.0,0.122,0.932,140.796,124653.0,4.0,Thank you girl,"Oh, oh, You've been good to me, You made me glad When I was blue, And eternally I'll always be In love with you, And all I gotta do Is thank you girl, thank you girl.  I could tell the world A thing or two about our love, I know little girl, Only a fool would doubt our love, And all I gotta do Is thank you girl, thank you girl.  Thank you girl for loving me The way that you do, (way that you do), That's the kind of love That is too good to be true, And all I gotta do Is thank you girl, thank you girl.  Oh, oh, You've been good to me, You made me glad When I was blue, And eternally I'll always be In love with you, And all I gotta do Is thank you girl, thank you girl. ",34.0,Past Masters (B-side of From Me to You),,Lennon,0,1,0,0,34,Thank You Girl,The Beatles,1964-04-04,35,1964-05-09,7,,3,1,3,3,1,3.0,0.028,0.617,0.355,0.9955,0.006595957558602095,0.08891633152961731,0.9044877290725708,POSITIVE,0.9997971653938293,0,0,1,0,Fab Four
179,thingswesaidtoday,Things We Said Today,Lennon McCartney,McCartney,1964,0,Beatlemania,1964-07-10,5.0,1.0,0.5016666666666666,0.5633333333333334,-9.867666666666667,0.037866666666666667,0.19096666666666665,0.0,0.3267333333333334,0.594,115.11866666666667,143968.66666666666,4.0,Things we said today,"You say you will love me If I have to go. You'll be thinking of me, Somehow I will know. Someday when I'm lonely, Wishing you weren't so far away, Then I will remember The things we said today. You say you'll be mine, girl, Until the end of time. These days such a kind girl Seems so hard to find. Someday when we're dreaming, Deep in love, not a lot to say. Then we will tremember The things we said today. Me, I'm just the lucky kind. Love to hear you say that love is luck. And, though we may be blind, Love is here to stay. And that's enough To make you mine, girl, Be the only one. Love me all the time, girl. We'll go on and on. Someday when we're dreaming, Deep in love, not a lot to say. Then we will tremember The things we said today. Love me all the time, girl. We'll go on and on. Someday when we're dreaming, Deep in love, not a lot to say. Then we will tremember The things we said today. ",36.666666666666664,A Hard Day's Night,A Hard Days Night,McCartney,1,0,0,0,37,,,,,,0,,3,4,4,3,3,4.0,0.032,0.729,0.238,0.9937,0.03695332258939743,0.3392511010169983,0.6237955689430237,POSITIVE,0.9976688027381897,1,0,1,5,Eclectic Experiments
181,thisboy,This Boy,Lennon McCartney,Lennon (with McCartney and Harrison),1963,0,Beatlemania,1964-03-09,2.0,1.0,0.632,0.45,-10.853,0.0323,0.815,0.000104,0.0922,0.529,106.002,136000.0,3.0,This boy,"That boy took my love away, He'll regret it someday, But this boy wants you back again.  That boy...  [Take 12 breaks down here, then take 13 begins]  That boy took my love away, He'll regret it someday, But this boy wants you back again.  That boy isn't good for you, Tho' he may want you too, This boy wants you back again.  Oh, and this boy would be happy, Just to love you, buy oh my-yi-yi, That boy won't be happy, Till he's seen you cry-hi-hi.  This boy wouldn't mind the pain, Would always feel the same, If this boy gets you back again. This boy. This boy.  ",39.666666666666664,Past Masters (B-side of I Want to Hold Your Hand (UK)),,Lennon,0,1,0,0,40,,,,,,0,,3,3,3,3,3,3.0,0.064,0.723,0.214,0.9738,0.30276837944984436,0.4982987344264984,0.19893285632133484,NEGATIVE,0.9174572229385376,0,1,0,2,Acoustic Beauty
182,tickettoride,Ticket to Ride,Lennon McCartney,Lennon,1965,0,Beatlemania,1965-08-06,9.0,1.0,0.51475,0.80125,-8.2395,0.0591,0.031974999999999996,9.375e-07,0.23925000000000002,0.62825,122.4205,176266.75,4.0,Ticket to ride,"I think I'm gonna be sad, I think it's today, yeah. The girl that's driving me mad Is going away.  She's got a ticket to ride, She's got a ticket to ride, She's got a ticket to ride, But she don't care.  She said that living with me Is bringing her down yeah. For she would never be free When I was around.  She's got a ticket to ride, She's got a ticket to ride, She's got a ticket to ride, But she don't care.  I don't know why she's ridin' so high, She ought to think twice, She ought to do right by me. Before she gets to saying goodbye, She ought to think twice, She ought to do right by me.  I think I'm gonna' be sad, I think it's today yeah. The girl that's driving me mad Is going away, yeah.  She's got a ticket to ride, She's got a ticket to ride, She's got a ticket to ride, But she don't care.  I don't know why she's ridin' so high, She ought to think twice, She ought to do right by me. Before she gets to saying goodbye, She ought to think twice, She ought to do right by me . She said that living with me, Is bringing her down, yeah. For she would never be free When I was around.  Ah, she's got a ticket to ride, She's got a ticket to ride, She's got a ticket to ride, But she don't care.  My baby don't care, my baby don't care. My baby don't care, my baby don't care. My baby don't care, my baby don't care. ",42.5,Help!,Help!,Lennon,0,1,0,0,42,Ticket To Ride,The Beatles,1965-04-24,11,1965-05-22,11,394.0,3,3,3,3,5,5.0,0.182,0.775,0.043,-0.9919,0.5850353837013245,0.3481496572494507,0.06681495159864426,NEGATIVE,0.9958926439285278,0,0,1,0,Fab Four
183,tilltherewasyou,Till There Was You,Meredith Willson †,McCartney,1963,1,Beatlemania,1963-11-22,5.0,1.0,0.6669999999999999,0.3453333333333333,-13.045666666666667,0.03876666666666667,0.755,3.460666666666667e-05,0.09233333333333334,0.657,120.21066666666667,135702.33333333334,4.0,Till there was you,There were bells on a hill But I never heard them ringing No I never heard them at all Till there was you  There were birds in the sky But I never saw them winging No I never saw them at all Till there was you  Then there was music and wonderful roses They tell me in sweet fragrant meadows of dawn and you  There was love all around But I never heard it singing No I never heard it at all Till there was you  Then there was music and wonderful roses They tell me in sweet fragrant meadows of dawn and you  There was love all around But I never heard it singing No I never heard it at all Till there was you  Till there was you ,38.5,With the Beatles,With The Beatles,McCartney,1,0,0,0,38,,,,,,0,,3,4,3,3,3,3.0,0.074,0.731,0.196,0.9735,0.14273802936077118,0.5757973790168762,0.2814645767211914,POSITIVE,0.9986999034881592,0,0,1,3,Early Covers
184,tomorrowneverknows,Tomorrow Never Knows,Lennon McCartney,Lennon,1966,0,Experimental,1966-08-05,5.0,1.0,0.3066,0.733,-7.235200000000001,0.05145999999999999,0.007942500000000002,0.179051762,0.3598,0.1273,110.354,186536.0,3.6,Tomorrow never knows,"Turn off your mind, relax and float down stream, It is not dying, it is not dying  Lay down al thoughts, surrender to the void, It is shining, it is shining.  Yet you may see the meaning of within It is being, it is being  Love is all and love is everyone It is knowing, it is knowing  And ignorance and hate mourn the dead It is believing, it is believing  But listen to the colour of your dreams It is not leaving, it is not leaving  So play the game Existence to the end Of the beginning, of the beginning ",42.833333333333336,Revolver,Revolver,Lennon,0,1,0,0,43,,,,,,0,,3,3,4,3,4,4.0,0.101,0.805,0.094,0.044,0.03406517952680588,0.37543028593063354,0.5905045866966248,POSITIVE,0.9980302453041077,1,1,0,4,Psychedelic Soundscape
